Age,Height_cm,Weight_kg,Income
82,173.1,74.3,12633.95
18,172.6,74.6,15820.06
28,168.6,65.8,41753.37
83,174.1,68.3,92823.05
90,163.7,68.8,38796.55
79,171.2,68.9,30670.51
53,158.6,57.8,28098.88
41,168.3,63.2,41486.49
84,166.4,61.2,36692.80
65,169.8,69.2,33083.88
20,167.1,69.8,19913.01
28,173.6,73.2,23771.17
83,165.2,65.1,105582.95
73,176.1,78.5,26869.40
23,180.9,83.1,104017.18
90,162.4,60.5,55467.50
59,174.3,73.5,200000.00
86,168.1,68.2,57445.77
88,176.5,73.8,84289.10
64,162.4,64.7,19327.93
22,178.4,80.9,14492.23
50,167.4,61.2,200000.00
83,168.5,68.8,113850.77
44,168.5,68.6,15660.93
40,162.2,62.4,89593.07
38,175.5,76.2,97474.68
66,165.8,65.2,200000.00
24,173.5,70.1,23117.05
49,168.2,70.3,43542.03
33,168.5,64.3,31639.72
82,177.0,73.1,60894.41
58,159.5,58.5,35083.98
37,153.9,61.9,95138.57
37,165.1,65.9,14294.24
71,169.3,64.6,58361.68
70,168.3,68.7,14215.29
82,164.7,61.7,143142.53
74,181.7,80.1,39476.69
29,178.8,72.7,43163.00
52,151.3,50.3,105371.79
18,165.3,67.7,60258.72
84,172.7,69.7,50242.90
73,172.3,75.0,29177.06
77,164.3,58.2,41545.40
71,179.3,78.9,20903.58
23,163.6,62.8,20239.22
66,169.8,71.4,68127.29
76,169.5,67.7,14991.04
64,171.7,72.6,41204.44
78,166.0,65.3,61578.36
61,173.4,72.5,68184.01
43,164.1,68.6,10000.00
47,172.3,71.4,27503.47
53,166.0,64.3,104636.31
39,179.7,74.6,84167.30
23,168.3,69.4,51990.03
53,171.2,73.7,31161.32
37,177.6,77.7,41969.81
55,171.5,75.8,70388.00
87,175.6,74.9,35791.32
67,161.6,61.0,78694.09
86,173.9,76.7,117416.75
78,168.6,64.2,36781.02
67,176.0,71.9,82940.75
28,173.4,72.4,31252.43
19,173.7,69.3,36185.89
29,174.9,75.0,85047.89
19,177.2,74.1,200000.00
54,155.6,61.3,41256.09
61,164.6,66.5,200000.00
58,169.9,75.0,30664.77
34,161.8,57.5,129593.73
49,168.3,69.4,127283.93
65,171.4,70.9,154219.99
39,181.1,79.1,35992.34
24,175.1,72.3,79658.28
30,175.1,74.6,58950.58
90,170.4,63.8,43799.75
33,157.9,53.8,46991.54
26,164.9,62.8,14506.33
79,158.6,54.3,46979.21
42,173.9,73.7,34585.39
87,170.7,66.9,40771.65
25,171.5,70.3,16778.78
21,173.5,73.1,38119.32
46,166.7,66.2,64689.65
83,160.9,64.1,22363.69
42,167.0,65.4,66924.75
70,173.2,71.7,55453.22
65,158.0,58.3,36747.40
23,171.4,73.2,84383.02
80,161.6,58.6,119773.91
26,174.1,73.8,33556.04
77,161.1,66.8,26670.92
26,175.5,75.3,87579.89
71,160.2,59.7,29172.29
83,163.4,65.0,16947.29
90,174.7,71.2,94117.22
67,168.8,71.6,31064.26
21,156.2,59.8,79452.18
20,174.9,73.8,15191.38
75,155.2,62.0,62115.04
52,168.8,68.5,50317.03
27,184.5,77.2,103626.42
37,170.6,70.0,10484.14
62,167.6,66.5,15560.01
24,169.5,68.8,150154.07
77,162.4,64.7,45809.55
75,171.2,72.4,17754.16
66,185.2,79.0,71861.86
58,167.0,66.9,31669.90
26,164.3,64.1,26369.99
47,173.3,72.6,200000.00
31,175.2,74.8,33040.49
59,170.7,69.6,10000.00
82,167.8,63.8,36698.33
82,173.9,72.2,24232.44
84,159.7,64.6,10000.00
43,166.6,63.2,90175.82
72,153.8,60.8,153405.70
50,169.2,63.6,67932.13
39,168.5,68.7,42250.01
73,177.4,73.6,32776.08
36,164.0,64.4,41314.01
65,177.3,77.5,106709.90
23,168.5,70.9,10000.00
61,174.5,76.8,47945.15
52,175.4,69.1,126357.79
23,170.3,66.9,14777.80
46,171.9,69.1,112373.92
84,166.0,63.8,200000.00
35,178.4,77.6,29207.60
46,188.9,87.9,14532.03
65,159.8,55.6,28145.27
27,170.5,66.4,67518.17
33,168.0,67.1,200000.00
40,173.1,71.8,24520.74
24,158.7,65.1,25639.07
52,162.6,59.6,44665.74
49,182.1,77.8,55549.93
30,180.3,81.8,48886.85
71,158.8,58.8,11068.03
59,183.8,83.1,16472.23
31,164.8,63.6,103059.78
37,175.9,73.3,158225.70
60,169.2,70.3,15031.05
39,171.8,69.9,148967.27
24,171.1,67.9,10000.00
74,176.8,77.0,63109.44
37,166.6,63.8,36833.64
64,183.2,82.7,68301.32
78,178.0,74.8,14617.51
22,167.7,64.6,102675.95
28,170.5,72.1,37368.73
37,171.1,68.8,24704.45
66,167.4,66.5,32711.82
18,167.9,61.6,95808.56
19,175.9,70.6,46571.58
77,174.4,76.3,66185.27
58,166.5,66.9,91980.74
27,170.7,73.2,25773.40
35,163.2,63.5,27961.37
57,182.2,79.8,200000.00
34,175.6,78.9,14760.22
27,169.6,70.2,10000.00
54,171.4,75.3,24260.37
23,175.8,72.7,37075.65
90,166.4,65.6,95312.91
72,170.0,66.9,27028.53
35,175.0,75.0,98274.88
87,161.6,59.8,31811.56
58,173.9,77.5,77838.17
36,187.5,79.4,132854.41
45,158.5,60.2,27880.12
74,176.4,72.8,105302.31
68,161.5,63.3,17306.29
45,160.4,59.4,52083.80
85,167.3,67.7,58262.37
23,173.7,73.5,55223.42
48,174.0,74.2,61161.52
37,169.2,73.9,58791.30
84,162.5,63.1,10000.00
31,169.0,67.6,57466.73
84,157.3,58.7,10961.16
72,175.9,69.8,28624.67
81,167.3,70.0,100966.57
45,177.8,72.8,77074.56
36,163.2,67.0,182665.57
31,173.8,69.8,69341.00
69,157.6,54.5,24095.96
25,179.4,69.9,14999.67
42,173.1,74.5,141904.78
50,167.5,71.1,18331.03
31,166.9,67.9,16827.58
51,167.8,64.4,51037.46
51,170.0,65.8,141678.19
29,158.8,59.1,51317.68
53,167.7,70.1,36327.16
58,167.8,66.7,24546.53
65,177.1,70.8,67989.42
36,166.4,63.7,10000.00
41,162.8,64.1,13373.91
85,169.5,72.5,23404.17
23,174.1,74.6,24013.15
39,170.7,67.3,28272.18
39,170.4,69.5,114331.11
35,170.3,72.6,155467.77
77,168.9,68.2,20961.55
83,166.1,61.3,37803.05
81,164.5,62.8,24063.43
32,170.2,59.7,28243.82
23,172.3,72.1,77777.85
82,170.5,73.7,133222.37
32,157.4,63.8,147722.90
76,176.5,74.5,50148.25
22,160.4,59.0,10000.00
62,160.8,61.4,14188.79
54,162.7,63.9,10264.32
81,167.0,70.6,120736.96
30,169.2,69.8,27286.09
23,176.8,69.9,54294.21
74,176.9,77.5,188704.36
45,157.8,54.0,18333.01
78,157.4,60.0,36631.61
38,177.5,80.6,51693.46
54,168.8,63.5,13064.12
57,162.8,63.2,100457.75
51,174.1,72.5,142534.66
63,177.9,75.9,89331.75
57,172.9,74.2,90483.12
49,164.6,63.0,52922.99
35,154.9,59.6,67049.71
30,173.6,71.5,143949.17
68,169.1,69.0,129805.13
84,164.1,60.4,70601.95
67,159.0,63.9,22585.06
28,171.6,71.1,10000.00
28,166.1,68.0,163836.19
47,171.2,73.7,200000.00
40,176.4,73.8,28828.44
34,165.2,64.7,137577.17
52,184.8,76.6,10000.00
53,169.2,69.2,93602.85
84,175.3,77.9,70924.07
75,166.3,66.2,27545.52
29,174.1,70.2,200000.00
60,163.7,67.0,39243.30
23,174.6,68.9,115044.27
90,187.4,82.5,200000.00
27,162.4,61.3,44756.07
87,153.7,59.4,110213.11
35,165.7,66.6,47882.90
90,172.1,69.3,66714.24
62,170.6,68.3,20781.43
58,167.0,67.4,56186.91
20,177.5,76.2,58265.63
70,166.8,67.2,55325.33
20,176.2,72.5,141465.63
56,167.4,70.5,64120.51
82,163.7,69.1,19771.84
72,170.8,74.3,80952.06
26,171.2,74.0,29310.62
30,183.1,87.6,58848.21
41,173.0,69.7,56168.05
71,171.9,69.0,94546.02
44,170.8,65.8,59565.50
61,166.1,65.5,85866.14
76,168.3,64.3,56943.05
69,166.3,70.3,200000.00
84,170.9,70.8,36892.39
81,159.2,59.9,30845.72
74,157.9,56.6,87323.69
36,164.7,61.3,34004.71
54,163.9,62.9,102696.84
76,172.0,75.9,16820.42
57,166.0,69.6,58132.77
78,173.7,74.7,76697.77
50,165.5,59.2,18627.35
85,185.3,82.1,71938.80
89,168.1,67.1,10000.00
40,172.7,69.5,52233.81
88,165.4,65.8,147287.81
47,166.9,64.2,23414.23
73,172.9,70.1,47587.10
65,170.0,66.8,23746.99
82,175.1,71.7,94456.06
83,177.1,65.4,104799.32
58,184.4,81.8,82137.15
27,175.0,75.4,99412.18
59,170.3,67.2,27618.22
62,167.1,70.4,46253.27
72,165.1,62.8,17793.92
68,167.1,63.4,22225.89
43,171.5,73.7,42560.45
78,178.2,74.6,147063.13
66,172.6,72.2,23259.20
72,168.0,63.4,67134.76
48,161.6,62.2,23027.34
42,164.5,64.0,17220.43
85,171.5,69.5,174210.70
67,173.9,71.5,140757.40
43,176.6,75.4,24958.37
45,176.6,75.2,37339.95
64,162.9,65.2,58905.24
51,165.1,59.5,20413.46
19,176.0,78.8,79498.62
24,177.3,74.8,11933.73
60,169.9,67.7,31312.15
30,181.2,79.8,36576.29
74,178.0,75.5,75450.75
43,174.7,73.6,155189.11
78,172.4,70.2,19376.74
74,158.1,61.7,43713.13
82,163.5,59.3,82999.11
63,169.3,69.5,45782.89
54,181.3,77.4,41224.00
67,179.3,71.7,101617.50
60,165.1,68.7,10000.00
84,176.8,73.9,40126.62
41,163.7,67.4,51436.29
25,151.7,57.4,47699.46
87,183.5,78.6,24078.36
78,154.4,60.7,108650.34
64,150.1,53.4,63509.95
28,171.7,68.7,10000.00
36,167.8,64.6,84725.26
41,172.4,68.9,42773.58
83,183.0,81.5,108508.71
44,176.8,72.8,163575.33
64,173.9,73.9,52877.05
86,163.9,62.9,24827.19
67,166.5,69.4,112257.41
58,174.1,71.6,187834.92
27,167.0,66.4,66903.69
37,175.6,73.6,47518.25
19,171.6,71.2,116751.64
29,168.6,68.3,23104.17
60,177.9,73.1,54655.11
67,168.3,73.7,33503.68
30,160.4,63.7,83586.52
42,178.7,79.4,41504.24
68,170.0,72.9,42793.17
22,168.4,67.4,83345.38
62,169.1,71.1,173564.48
52,166.0,70.2,88988.30
41,188.3,89.4,104537.03
52,160.9,64.9,128570.75
49,172.5,70.8,37997.95
81,171.4,74.6,60270.73
78,175.6,70.2,45405.16
86,167.5,65.4,50477.21
67,178.7,69.7,36167.38
52,167.7,66.8,43253.85
40,166.5,65.3,38939.84
60,170.6,68.4,25913.93
54,172.4,70.7,10000.00
80,177.7,72.5,51601.70
51,160.9,64.0,200000.00
68,176.4,74.0,80039.15
21,176.9,74.1,43701.28
49,175.1,69.6,15149.74
44,169.6,66.0,22843.16
64,166.6,63.8,10000.00
26,173.5,73.7,71743.68
28,171.6,79.0,24305.43
30,159.6,61.9,136359.07
59,176.4,77.0,10000.00
42,165.3,68.1,30653.37
24,165.5,60.9,121705.23
90,177.5,79.1,15286.41
63,171.2,71.1,15121.88
61,168.9,71.7,28903.51
65,167.5,64.3,17555.68
40,168.4,68.9,33384.81
20,169.8,71.3,10000.00
29,181.6,78.9,139700.78
77,156.5,55.3,98007.33
45,187.6,79.2,29198.48
89,186.4,85.5,10000.00
38,167.5,69.1,21300.95
52,171.3,68.3,92311.19
81,171.3,72.9,95488.56
71,177.5,73.9,26880.32
56,171.0,67.2,71238.12
60,172.7,72.8,11919.35
86,178.3,71.1,43640.44
54,156.5,59.4,14793.53
41,168.9,63.4,65428.12
73,171.6,67.2,31760.98
27,167.8,66.4,37069.17
20,158.1,62.1,46560.55
80,170.3,63.5,10000.00
84,166.2,68.5,48306.16
64,167.0,70.5,133194.81
32,170.0,70.1,52558.80
68,158.2,59.5,125132.97
87,168.0,67.6,34004.88
29,165.3,61.3,61080.59
31,161.0,62.0,67912.93
40,173.5,73.2,87081.05
38,161.0,73.2,114846.44
22,173.9,76.4,14142.12
24,176.2,74.0,24693.08
37,169.2,65.7,77299.93
36,177.7,76.8,69483.48
67,186.2,83.0,48766.53
74,174.0,73.7,200000.00
76,167.9,64.5,54420.50
82,178.3,71.3,64917.08
86,156.4,59.9,14807.70
72,186.4,81.9,116766.22
43,170.7,69.9,54297.44
34,172.0,67.7,52882.97
36,159.1,64.0,200000.00
70,176.4,70.8,42943.95
80,170.9,72.6,136451.89
20,169.1,68.4,134715.52
44,165.6,65.1,42010.09
51,163.8,64.9,13729.43
47,164.8,64.5,28179.70
58,158.6,59.4,135445.63
33,171.4,70.4,35160.53
24,181.1,77.2,16226.40
21,172.8,72.6,56788.93
18,164.3,68.6,18980.19
32,172.3,78.8,21549.88
73,151.4,58.0,20101.81
31,181.9,81.4,120569.51
46,166.1,60.0,154708.03
72,173.6,71.9,14656.37
90,169.6,67.0,60146.46
64,174.1,68.1,78795.46
26,186.3,86.4,26707.89
22,155.0,52.7,24135.90
28,171.8,68.4,200000.00
19,172.0,65.8,16004.94
33,167.4,66.8,85666.30
52,164.8,68.6,74336.86
78,176.7,71.3,200000.00
59,169.8,67.6,137727.93
80,170.0,71.8,12100.08
67,167.9,71.4,16464.16
24,168.9,68.5,26670.81
40,174.3,69.2,53406.89
52,174.0,71.7,10352.67
59,164.6,63.7,68294.14
73,167.9,65.8,62921.70
62,177.1,71.3,33591.91
75,181.8,81.5,142099.92
20,181.8,78.3,84244.53
43,181.2,73.3,145481.92
90,171.4,72.2,200000.00
28,177.2,80.4,22009.57
86,172.6,72.3,79483.96
42,164.8,62.1,29674.88
45,169.1,75.0,94796.77
25,168.6,68.1,34767.37
61,176.5,77.1,35979.23
35,175.6,72.8,19426.70
45,169.3,66.8,79840.42
71,168.4,70.2,200000.00
79,165.2,62.6,19642.27
70,167.7,66.2,10000.00
24,169.3,68.4,92798.76
63,172.3,75.1,159845.33
30,170.8,65.8,200000.00
85,164.4,68.0,44791.89
71,166.6,68.9,44600.80
59,169.2,70.5,86303.22
35,173.5,74.3,22865.05
90,166.5,63.1,26259.45
90,159.7,57.0,113284.55
61,162.2,57.7,14631.13
78,172.2,70.0,20196.01
69,173.3,73.0,13244.90
78,165.9,63.1,25988.46
27,163.1,65.5,36585.46
30,160.2,61.1,39455.99
38,160.5,61.8,40843.02
32,167.3,69.0,99192.05
70,159.0,60.7,42867.30
77,171.1,66.7,24162.08
69,173.6,77.0,17205.01
48,160.4,63.3,35724.66
69,162.8,60.2,200000.00
72,169.3,68.1,63140.97
24,164.3,65.3,200000.00
63,171.3,66.8,10000.00
19,176.9,77.4,21344.99
81,168.6,64.8,10000.00
20,158.1,65.1,44385.40
76,171.2,73.1,75765.02
22,167.6,65.3,115244.79
66,173.7,69.2,97253.68
23,186.3,83.7,118166.80
64,163.3,59.8,40649.17
34,164.9,64.7,30193.27
76,172.0,70.9,21600.63
89,176.1,75.5,200000.00
54,184.3,84.4,100947.84
33,167.0,69.4,35251.11
56,163.9,67.3,52375.17
27,164.4,66.0,125651.37
86,166.9,67.3,26607.85
20,168.3,66.0,63559.31
75,171.2,64.4,42100.30
72,170.2,69.9,157042.58
82,161.0,58.5,37847.32
74,159.3,61.2,93373.68
67,169.2,61.9,20580.14
32,164.7,61.4,18592.68
45,165.8,63.7,16610.99
58,176.2,84.0,120644.19
85,174.6,70.9,89472.12
61,167.4,65.9,166151.51
36,177.1,75.4,88396.70
43,177.6,78.0,56276.60
41,179.6,75.2,39044.36
67,180.9,72.6,126065.60
34,168.6,63.5,87782.00
90,177.8,74.8,24338.84
70,167.9,72.2,30118.08
34,178.5,73.4,57979.34
60,168.3,70.3,50704.54
37,170.1,67.9,102105.43
59,163.0,63.2,92009.47
54,162.9,60.2,25148.40
69,172.9,72.9,18915.79
33,176.8,76.7,11351.21
78,162.8,58.5,49978.07
74,179.3,74.6,200000.00
37,178.5,76.1,41452.44
78,172.8,73.2,49084.40
73,176.6,82.0,63013.31
41,166.3,64.4,50778.78
56,160.1,53.4,16725.19
18,166.3,64.6,26890.90
83,178.3,77.3,39920.36
68,178.8,78.1,200000.00
20,161.7,62.1,147634.07
73,161.6,59.4,17869.54
35,163.8,65.5,166852.29
55,156.4,59.0,200000.00
31,165.7,66.6,74584.58
18,173.4,69.9,29059.66
22,150.0,56.5,53115.81
19,169.5,69.5,200000.00
66,179.9,77.4,18088.82
86,176.4,77.8,34492.06
75,172.8,70.6,71886.17
87,170.8,72.7,36487.23
56,177.9,74.2,10971.14
43,173.5,68.8,17681.29
78,168.1,67.8,14571.48
33,176.5,68.6,33502.98
64,160.4,62.8,200000.00
28,175.6,77.1,173924.68
65,173.8,79.7,51645.14
36,171.4,73.6,89570.87
34,170.7,75.3,58597.09
73,181.8,80.2,42063.95
88,177.6,79.9,51724.01
67,179.6,78.0,37414.57
54,173.4,76.4,15915.40
70,178.0,69.6,51379.88
88,173.1,68.6,24347.60
76,169.0,67.4,31393.09
47,175.5,76.6,75643.61
57,168.1,70.0,11916.88
50,178.3,73.5,18375.48
55,161.5,58.3,49517.27
69,168.3,67.6,17196.15
33,165.3,64.2,28001.43
76,186.4,82.2,107813.23
55,165.5,64.9,38825.34
35,169.6,68.3,25328.21
83,155.6,61.0,101184.15
90,182.0,82.2,10479.62
57,164.4,63.5,13453.83
20,180.6,77.1,14450.83
60,162.7,65.9,27050.28
21,163.2,64.7,12109.14
81,175.9,77.0,200000.00
26,159.2,62.3,10000.00
72,173.0,71.7,72426.08
59,164.7,65.7,34515.05
69,185.1,76.5,52635.08
64,182.7,78.2,29784.65
41,178.9,81.2,40442.83
83,186.4,86.5,20361.65
76,165.7,65.1,144659.82
50,175.5,70.6,15234.39
80,163.4,66.1,43144.76
75,176.2,68.7,200000.00
43,172.4,72.8,101116.82
62,161.4,62.7,16389.89
31,169.7,68.3,157251.57
48,170.7,73.1,66224.53
46,170.5,72.5,33142.97
59,182.6,82.3,102294.32
42,162.6,68.1,164142.91
33,165.3,63.9,25707.34
45,150.0,52.4,32887.81
73,174.7,73.4,31723.69
20,175.7,79.5,82656.63
57,176.2,69.6,110556.66
58,169.7,67.5,88589.44
78,164.8,63.3,20896.05
33,161.6,64.2,200000.00
44,174.0,69.2,23715.04
20,164.2,64.9,63463.07
31,158.3,65.3,42508.61
71,177.3,71.7,19344.77
53,167.4,64.7,62234.86
71,171.2,70.7,53499.55
53,150.0,56.7,94056.83
70,169.7,69.7,48345.86
41,168.4,70.9,61640.78
60,183.0,83.2,200000.00
62,168.3,64.6,42351.89
65,150.0,53.6,11387.76
39,168.3,62.0,115635.90
41,170.1,71.0,109114.95
61,179.2,83.5,14138.10
83,169.7,67.3,16603.96
56,166.9,65.9,31728.11
50,168.9,66.4,21726.56
19,190.6,91.7,36401.49
24,173.7,74.3,38102.93
66,167.9,66.8,45766.21
28,177.4,71.4,156925.87
47,161.6,61.8,200000.00
25,164.5,61.8,16157.39
76,166.0,65.8,55168.58
35,156.9,59.5,134019.09
70,177.3,72.9,152007.01
52,164.1,63.5,13559.31
75,170.9,73.0,50072.81
52,165.8,64.1,114206.67
37,172.4,76.1,23523.94
88,184.1,82.9,28575.73
72,167.3,68.2,115814.76
65,166.4,67.9,32710.70
66,160.6,55.2,86232.83
81,167.8,70.4,200000.00
85,155.8,61.8,61068.91
29,180.8,80.1,36716.74
65,165.1,61.3,90583.47
84,162.9,65.1,73997.52
26,168.6,65.1,32123.50
80,174.8,75.5,54647.51
57,168.1,69.7,101652.96
23,178.3,75.2,63706.16
64,166.6,67.4,22635.20
41,164.0,65.5,104591.37
85,169.5,72.8,41698.74
83,168.7,69.8,37728.94
38,176.9,72.2,11568.70
78,176.1,69.2,169667.59
44,166.4,70.6,81964.95
32,158.2,56.1,35289.01
78,174.4,69.5,88511.22
52,160.8,60.7,136940.44
62,169.2,67.4,111164.13
38,173.7,67.7,36915.69
50,183.7,81.2,21307.12
78,186.4,79.7,30301.96
70,173.1,73.1,69065.87
89,155.1,59.2,15641.52
20,161.6,66.0,200000.00
76,168.8,69.8,67151.16
46,167.3,69.1,131753.44
71,170.8,65.6,22430.59
48,171.0,67.7,57748.97
30,161.0,61.8,29605.01
24,174.5,75.7,10000.00
90,163.1,63.7,86292.79
88,171.2,69.5,156422.09
41,183.6,82.7,200000.00
89,162.5,57.6,65487.26
75,171.1,67.2,34511.91
61,167.0,67.5,113058.71
55,162.5,63.5,26497.54
42,170.9,71.5,29483.19
78,164.2,65.5,46925.03
65,175.9,75.4,21893.64
83,174.8,71.6,22674.92
85,182.5,83.9,197499.03
84,175.8,71.0,22735.85
81,174.9,72.7,84020.82
64,155.3,58.0,23567.75
41,176.7,76.8,43709.35
50,175.7,71.3,68996.39
69,164.6,64.8,55491.40
58,183.1,83.6,23536.70
29,176.8,75.0,111714.42
72,171.6,71.2,55921.40
67,175.5,72.8,10793.86
37,173.5,72.3,113645.17
35,171.4,70.4,53479.93
71,168.6,69.5,43287.64
77,179.0,73.2,63115.47
88,159.7,60.8,11003.32
68,171.5,71.0,24081.22
71,180.7,80.8,58688.96
18,170.9,72.1,20358.55
54,175.7,78.3,93806.31
58,170.0,69.4,15831.44
25,162.8,59.7,43265.79
51,176.6,74.6,171150.56
22,180.6,73.4,22872.76
86,166.0,61.3,50543.33
27,174.0,70.8,21915.86
58,172.1,71.8,12442.37
71,167.3,64.0,86899.70
26,178.3,80.3,47739.50
44,168.3,68.6,53302.75
75,162.6,67.2,65290.40
55,167.4,72.5,23594.41
82,168.8,71.3,16839.47
26,165.2,64.1,59013.53
58,166.1,63.1,189413.13
64,161.7,59.9,66576.89
81,167.8,68.0,14001.43
55,171.2,69.0,200000.00
40,163.5,61.0,16441.69
33,162.2,64.9,10000.00
39,162.7,65.1,200000.00
31,168.9,65.7,24048.88
82,166.2,64.6,32019.37
33,158.2,55.6,141999.08
48,160.9,62.4,200000.00
26,169.2,67.3,42460.11
90,167.1,70.0,97432.91
49,169.1,68.6,200000.00
86,180.8,76.1,17272.91
55,171.6,70.7,64894.60
57,156.7,58.0,35353.22
77,165.3,63.2,16841.26
75,172.2,70.7,115529.25
83,165.0,61.3,146764.58
76,162.8,64.0,88969.38
83,176.1,75.0,83948.61
44,166.8,69.9,39011.94
19,163.7,64.7,66723.30
51,163.7,61.3,82766.65
30,181.5,69.8,200000.00
83,161.8,59.4,11693.54
71,168.3,68.9,28910.62
55,168.8,72.0,42082.31
61,174.6,73.4,76951.69
39,164.1,62.1,190883.90
75,163.9,65.1,125484.50
27,175.4,66.5,38444.45
73,187.1,84.1,89269.91
49,165.8,67.7,45107.99
50,165.3,63.2,62926.20
50,187.2,87.0,126661.84
87,167.2,71.3,10000.00
54,167.5,69.0,39232.39
19,171.3,71.5,20778.16
73,172.8,61.2,22617.64
86,171.7,71.7,28822.34
89,176.7,77.8,10000.00
37,160.2,61.2,158724.48
46,168.4,70.5,200000.00
37,177.6,76.1,59448.70
77,153.9,57.0,200000.00
65,160.8,63.5,27755.48
63,175.0,72.9,165932.19
89,170.6,67.6,33004.12
80,165.5,65.0,29899.96
27,172.2,70.1,57962.81
49,173.1,73.1,200000.00
85,163.8,61.7,141867.25
51,169.5,72.4,188054.26
44,161.8,63.8,13862.36
40,178.1,79.7,18644.70
68,159.1,60.0,32334.05
69,169.1,64.7,190290.16
50,175.6,70.3,93777.41
38,184.0,79.3,10057.15
20,168.7,65.1,39027.67
47,189.3,81.3,27401.11
43,162.0,63.5,44330.05
55,174.1,73.8,200000.00
18,165.1,64.7,42109.15
77,181.5,83.3,35006.59
36,169.4,68.8,17374.35
65,162.8,62.6,106542.47
54,178.7,75.8,44773.03
57,166.9,69.1,23123.65
83,160.9,58.0,89867.36
23,167.8,62.1,36089.68
42,177.1,75.9,41439.11
22,169.0,69.2,19886.29
75,167.3,68.9,10000.00
44,170.0,69.3,103496.10
50,153.2,61.6,71924.06
19,190.0,89.1,65723.10
61,169.6,62.1,43897.60
34,176.7,70.8,29988.88
22,180.5,72.6,54410.33
87,162.5,63.6,91971.58
55,161.0,62.8,70646.12
33,181.1,83.8,26392.60
43,164.2,62.5,118814.21
76,167.2,64.4,52474.08
52,164.6,65.8,51474.56
66,150.0,50.9,30381.47
39,168.4,67.3,32982.60
27,169.4,71.6,60196.23
18,177.5,77.9,15029.38
32,166.8,70.0,34481.49
85,165.7,62.0,30862.11
20,173.7,74.1,41498.45
19,176.2,74.5,64066.72
20,161.8,69.9,14224.25
71,156.0,60.6,200000.00
82,185.5,82.6,48468.34
50,180.9,81.6,83695.72
89,165.2,67.2,116580.52
44,167.6,69.7,200000.00
85,169.6,70.6,57906.28
54,163.8,63.3,22187.76
43,165.7,64.7,16121.35
82,169.0,70.7,75179.07
23,159.9,59.5,36523.84
26,186.2,83.8,200000.00
73,158.0,61.4,26278.11
85,155.1,56.0,20248.88
38,176.2,75.9,19196.73
62,167.1,67.1,200000.00
32,172.8,70.6,200000.00
30,169.8,71.5,20124.39
51,167.2,63.3,37103.07
87,169.2,64.9,35254.76
23,172.7,71.7,10341.39
83,177.8,72.5,45135.85
19,164.6,68.9,91467.10
90,173.2,71.0,53653.04
54,166.6,62.5,39810.61
76,167.3,66.7,35167.01
63,163.7,69.7,34566.24
79,167.8,65.0,59966.27
62,161.3,60.6,182661.17
29,161.9,64.6,36021.28
19,163.5,68.4,25257.17
78,154.0,54.0,22162.43
24,163.2,61.7,200000.00
70,166.3,61.7,200000.00
31,172.4,71.3,48273.56
66,160.1,62.3,55797.14
42,169.5,71.7,40079.33
82,172.4,72.6,18392.01
71,167.9,68.0,49059.87
52,171.1,71.1,13365.88
19,171.3,72.2,24234.17
40,167.2,63.6,32068.02
31,165.1,66.2,131256.43
72,170.9,65.1,53041.99
72,162.1,66.5,20748.63
48,154.0,62.3,133918.52
46,164.6,63.3,44667.85
59,165.7,66.9,20442.12
51,170.7,72.4,87655.67
52,170.4,74.4,57989.69
25,165.1,65.0,10000.00
81,170.2,67.4,57660.97
39,176.0,75.8,26947.03
47,168.4,72.0,23777.86
42,163.1,64.1,37530.29
87,166.8,70.8,10000.00
87,174.6,76.2,40296.53
84,159.5,63.3,63713.36
58,174.2,72.8,23617.65
42,165.7,65.2,38304.36
27,177.2,80.5,51888.47
58,171.5,68.0,76138.62
72,173.8,74.1,86939.63
67,175.9,75.6,28588.11
85,177.2,76.4,39022.40
88,175.4,70.6,12496.40
20,163.0,64.0,27701.55
48,174.8,71.7,163356.51
56,160.1,64.3,20598.17
61,161.2,63.1,143303.61
47,168.9,72.9,18122.07
66,178.3,80.6,93797.08
63,168.8,67.2,61783.28
56,164.0,68.9,200000.00
25,173.9,70.7,10000.00
38,166.3,70.4,24316.54
29,172.8,68.2,200000.00
43,170.5,74.2,54633.91
58,162.9,61.6,81615.56
45,177.5,74.6,23322.49
53,158.1,59.5,18958.66
39,163.3,62.2,147629.40
68,174.1,76.8,47353.89
54,189.7,81.3,200000.00
70,157.2,60.9,57113.97
22,168.7,70.1,100966.20
78,153.1,53.1,129202.43
74,168.6,66.9,77911.16
72,165.0,62.4,103881.54
18,169.9,68.3,163890.90
87,179.5,80.1,48570.23
65,175.7,73.0,30026.52
61,167.2,68.0,121205.80
22,174.6,72.9,200000.00
74,170.2,75.5,26302.70
87,162.4,63.7,200000.00
84,169.3,66.2,17695.92
60,173.0,72.6,52583.78
52,195.7,94.0,12663.36
48,179.0,75.3,10000.00
26,174.8,77.2,40731.58
45,157.3,54.5,78331.19
79,171.1,69.0,45291.70
86,179.8,77.6,200000.00
26,173.7,75.3,16758.45
31,177.9,80.2,49855.06
42,173.5,76.4,25984.32
51,177.1,75.8,33968.29
75,157.9,63.2,27994.58
60,181.5,81.1,34358.65
33,175.6,74.4,43734.43
27,178.2,74.7,15932.47
33,170.9,70.8,126428.29
31,173.7,76.2,149293.76
78,175.1,73.8,56080.98
