age,height_cm,weight_kg,income,bmi,bmi_category
20,173.7,75.3,66908.86,24.96,Normal
35,170.2,68.7,71268.73,23.72,Normal
61,170.2,65.2,163845.87,22.51,Normal
63,168.8,70.2,83680.03,24.64,Normal
24,164.0,68.7,77059.03,25.54,Overweight
75,172.3,70.0,10420.37,23.58,Normal
57,168.0,72.4,129046.16,25.65,Overweight
35,163.7,59.3,38242.73,22.13,Normal
72,177.1,71.7,53694.63,22.86,Normal
90,170.7,69.5,15901.47,23.85,Normal
48,168.4,66.9,200000.00,23.59,Normal
38,179.4,75.2,10000.00,23.37,Normal
39,157.1,59.6,190818.79,24.15,Normal
61,178.9,75.2,73307.84,23.50,Normal
21,163.8,63.3,10000.00,23.59,Normal
53,171.5,71.4,200000.00,24.28,Normal
19,165.9,64.1,79393.14,23.29,Normal
20,163.5,63.8,10000.00,23.87,Normal
49,179.2,75.1,34185.86,23.39,Normal
72,183.0,76.8,80889.68,22.93,Normal
82,168.5,70.4,200000.00,24.80,Normal
24,172.3,76.4,34594.67,25.73,Overweight
35,170.4,72.9,10000.00,25.11,Overweight
48,182.1,80.6,185887.48,24.31,Normal
59,155.2,55.9,78288.83,23.21,Normal
90,172.6,70.6,10000.00,23.70,Normal
67,164.9,68.4,68064.07,25.15,Overweight
57,153.5,49.7,74868.47,21.09,Normal
22,167.5,66.2,37329.29,23.60,Normal
23,182.9,82.5,23747.29,24.66,Normal
29,165.4,62.2,28883.34,22.74,Normal
66,175.5,75.2,37307.88,24.42,Normal
42,178.4,77.5,68804.65,24.35,Normal
35,169.9,64.9,101651.16,22.48,Normal
66,170.8,70.3,10000.00,24.10,Normal
77,158.0,58.1,62953.58,23.27,Normal
50,165.0,66.6,77569.54,24.46,Normal
82,176.3,76.6,58221.24,24.64,Normal
71,170.4,70.9,34731.70,24.42,Normal
70,172.6,71.7,179442.06,24.07,Normal
81,170.9,71.0,167667.92,24.31,Normal
31,185.3,78.9,35960.88,22.98,Normal
73,167.0,66.8,46397.84,23.95,Normal
87,181.2,76.4,100151.02,23.27,Normal
90,170.9,73.2,158600.46,25.06,Overweight
60,181.9,81.5,23999.95,24.63,Normal
73,161.4,64.6,19500.57,24.80,Normal
82,171.3,75.6,63992.68,25.76,Overweight
80,167.2,66.1,18188.72,23.64,Normal
83,171.0,68.5,10000.00,23.43,Normal
78,178.6,75.5,23895.37,23.67,Normal
45,172.7,66.8,72782.12,22.40,Normal
71,178.5,71.9,200000.00,22.57,Normal
47,165.3,67.4,26420.36,24.67,Normal
76,164.2,60.5,44709.37,22.44,Normal
77,170.1,66.2,57513.15,22.88,Normal
86,169.7,68.8,27890.43,23.89,Normal
60,168.7,67.1,25986.46,23.58,Normal
52,163.3,66.7,67593.34,25.01,Overweight
30,178.4,76.6,17019.07,24.07,Normal
64,167.5,64.9,25061.95,23.13,Normal
59,180.0,80.7,41666.35,24.91,Normal
55,170.1,71.6,66835.75,24.75,Normal
67,174.5,68.8,12785.36,22.59,Normal
80,173.9,73.3,44446.57,24.24,Normal
28,164.2,62.6,15646.59,23.22,Normal
49,172.6,69.3,27010.95,23.26,Normal
70,183.5,86.4,101675.56,25.66,Overweight
77,171.8,71.2,46784.97,24.12,Normal
74,176.3,73.9,200000.00,23.78,Normal
76,174.9,73.7,46854.41,24.09,Normal
80,172.1,73.7,119490.22,24.88,Normal
88,171.3,68.3,102239.72,23.28,Normal
62,173.8,70.9,49408.61,23.47,Normal
36,175.3,75.7,15301.27,24.63,Normal
59,160.5,57.3,45486.22,22.24,Normal
69,171.7,73.7,30954.84,25.00,Normal
25,168.7,63.5,29896.64,22.31,Normal
73,167.3,66.4,57527.43,23.72,Normal
57,179.1,72.2,13563.86,22.51,Normal
86,164.9,62.1,22772.72,22.84,Normal
33,160.2,65.5,20108.95,25.52,Overweight
84,175.6,77.1,39774.30,25.00,Overweight
50,160.1,65.0,25045.09,25.36,Overweight
59,156.5,54.4,26571.44,22.21,Normal
66,176.4,71.5,56483.02,22.98,Normal
60,171.1,71.3,33478.61,24.36,Normal
83,173.3,74.2,50216.75,24.71,Normal
30,166.9,64.5,18318.19,23.16,Normal
71,160.3,59.9,23722.95,23.31,Normal
89,161.7,59.4,200000.00,22.72,Normal
34,168.1,72.8,26691.86,25.76,Overweight
36,161.1,60.9,10000.00,23.47,Normal
52,172.1,71.2,68029.29,24.04,Normal
70,166.8,67.0,26439.28,24.08,Normal
88,171.3,73.7,62270.34,25.12,Overweight
76,171.1,67.4,46128.99,23.02,Normal
75,172.7,75.1,82015.78,25.18,Overweight
50,173.5,68.4,45712.07,22.72,Normal
65,167.6,70.9,40777.32,25.24,Overweight
33,171.3,65.3,140492.12,22.25,Normal
51,171.7,70.4,10000.00,23.88,Normal
31,153.0,61.1,15166.42,26.10,Overweight
19,174.5,75.2,23794.10,24.70,Normal
80,171.0,71.4,10896.74,24.42,Normal
76,173.9,69.4,32478.39,22.95,Normal
55,161.0,60.0,29717.95,23.15,Normal
19,167.8,71.6,120211.56,25.43,Overweight
24,162.4,64.7,46181.45,24.53,Normal
26,175.2,76.3,41277.31,24.86,Normal
70,160.2,61.8,35522.57,24.08,Normal
32,163.5,63.3,19399.10,23.68,Normal
36,173.7,74.7,111468.00,24.76,Normal
80,165.6,66.6,148575.36,24.29,Normal
81,163.5,63.6,16794.87,23.79,Normal
73,176.3,70.4,200000.00,22.65,Normal
40,176.6,77.7,27334.20,24.91,Normal
60,175.1,74.9,25400.23,24.43,Normal
32,175.9,72.4,76518.86,23.40,Normal
80,168.4,71.6,82918.88,25.25,Overweight
24,168.6,69.0,46893.79,24.27,Normal
72,165.5,66.5,36611.66,24.28,Normal
55,171.2,73.0,143615.65,24.91,Normal
73,166.3,68.4,28532.78,24.73,Normal
50,167.0,67.8,46999.21,24.31,Normal
29,174.2,72.3,200000.00,23.83,Normal
72,178.3,82.2,15008.97,25.86,Overweight
64,172.8,69.5,33090.24,23.28,Normal
51,182.6,82.3,125793.89,24.68,Normal
45,165.1,65.2,80416.79,23.92,Normal
43,157.1,60.6,111791.87,24.55,Normal
53,175.0,77.2,15202.00,25.21,Overweight
37,164.6,64.1,66754.82,23.66,Normal
38,168.1,69.6,38680.55,24.63,Normal
38,157.6,60.4,200000.00,24.32,Normal
18,163.7,62.4,103592.30,23.29,Normal
85,159.5,64.8,49005.68,25.47,Overweight
35,167.0,69.1,64672.21,24.78,Normal
30,167.2,65.8,52503.61,23.54,Normal
29,170.6,73.2,93797.34,25.15,Overweight
90,178.7,74.1,23135.14,23.20,Normal
52,174.7,73.2,170838.49,23.98,Normal
41,158.6,59.1,15176.81,23.50,Normal
47,174.3,75.2,60133.22,24.75,Normal
24,170.8,68.6,23811.56,23.52,Normal
40,169.3,71.1,51964.86,24.81,Normal
36,169.8,71.0,121661.17,24.63,Normal
76,171.4,69.4,10707.15,23.62,Normal
22,165.2,71.0,42926.64,26.02,Overweight
49,168.7,66.1,13684.20,23.23,Normal
75,178.3,72.1,38883.84,22.68,Normal
78,165.1,68.0,13651.77,24.95,Normal
55,162.8,57.2,57837.08,21.58,Normal
34,169.6,73.5,34071.80,25.55,Overweight
42,162.1,63.4,97947.66,24.13,Normal
34,157.9,55.6,151067.28,22.30,Normal
66,167.6,64.6,50481.47,23.00,Normal
39,180.1,72.9,111755.39,22.48,Normal
64,169.7,70.3,173510.10,24.41,Normal
65,171.3,66.4,21804.80,22.63,Normal
86,155.1,59.2,181909.63,24.61,Normal
45,173.1,71.0,48365.07,23.70,Normal
88,170.7,68.5,20727.97,23.51,Normal
47,165.3,67.1,65407.65,24.56,Normal
67,171.3,72.3,46858.73,24.64,Normal
66,171.2,73.8,14093.48,25.18,Overweight
77,162.6,61.6,18561.29,23.30,Normal
52,172.3,71.2,200000.00,23.98,Normal
75,178.4,74.5,64247.34,23.41,Normal
43,168.4,68.5,189736.80,24.15,Normal
53,163.9,62.1,34367.36,23.12,Normal
54,168.8,67.1,24301.96,23.55,Normal
69,176.0,73.1,10990.59,23.60,Normal
63,161.4,63.4,119486.36,24.34,Normal
23,174.0,72.7,72355.54,24.01,Normal
77,165.3,67.1,34647.73,24.56,Normal
73,171.7,70.4,24498.93,23.88,Normal
25,166.0,64.4,137855.45,23.37,Normal
88,166.0,66.7,42626.24,24.21,Normal
66,180.7,75.6,43040.68,23.15,Normal
24,160.1,63.2,29117.21,24.66,Normal
53,173.4,71.3,34650.41,23.71,Normal
79,182.1,80.2,82033.98,24.19,Normal
38,174.8,74.0,13974.40,24.22,Normal
86,160.7,66.8,53768.43,25.87,Overweight
48,161.0,63.4,118161.17,24.46,Normal
34,164.7,65.3,46327.70,24.07,Normal
44,171.1,68.2,129130.90,23.30,Normal
56,171.6,73.1,167094.95,24.82,Normal
68,161.1,61.5,112758.36,23.70,Normal
85,163.9,59.9,30830.14,22.30,Normal
32,164.3,64.2,48430.44,23.78,Normal
88,168.7,68.9,68252.64,24.21,Normal
56,183.9,78.7,32761.31,23.27,Normal
27,163.5,63.8,31792.41,23.87,Normal
85,163.2,63.7,30115.53,23.92,Normal
43,162.1,62.9,200000.00,23.94,Normal
63,174.4,76.7,39175.10,25.22,Overweight
68,169.7,65.2,130821.14,22.64,Normal
18,163.7,70.4,22863.94,26.27,Overweight
34,167.5,67.2,200000.00,23.95,Normal
68,164.5,66.7,35563.23,24.65,Normal
41,172.1,71.5,52441.71,24.14,Normal
18,188.8,80.4,10000.00,22.56,Normal
19,173.9,69.4,136587.29,22.95,Normal
78,169.3,67.2,165988.89,23.45,Normal
29,165.3,68.6,17175.41,25.11,Overweight
25,160.6,57.7,143932.84,22.37,Normal
59,175.1,71.0,15006.21,23.16,Normal
26,174.8,73.8,88312.66,24.15,Normal
65,166.7,68.1,38584.48,24.51,Normal
57,178.5,77.8,166442.76,24.42,Normal
65,170.1,66.5,62570.59,22.98,Normal
53,175.4,69.0,115624.10,22.43,Normal
74,172.1,72.7,152323.11,24.55,Normal
65,168.8,72.7,38478.31,25.51,Overweight
48,163.3,63.0,48716.12,23.62,Normal
19,169.0,65.1,18392.80,22.79,Normal
37,175.9,73.0,38168.14,23.59,Normal
27,166.4,67.6,200000.00,24.41,Normal
19,173.1,71.2,98714.05,23.76,Normal
37,162.4,67.5,19528.67,25.59,Overweight
33,175.5,76.7,200000.00,24.90,Normal
23,172.2,71.7,70960.68,24.18,Normal
40,161.6,56.8,105573.25,21.75,Normal
54,168.4,66.0,77750.03,23.27,Normal
31,176.5,73.1,72952.28,23.47,Normal
37,161.2,60.1,10000.00,23.13,Normal
19,162.5,63.9,135407.19,24.20,Normal
21,169.5,69.6,10000.00,24.23,Normal
29,184.9,77.0,124762.56,22.52,Normal
51,165.3,68.0,54687.38,24.89,Normal
66,173.5,72.3,106053.20,24.02,Normal
75,171.8,71.9,57661.16,24.36,Normal
63,165.9,68.3,127919.32,24.82,Normal
63,171.1,68.0,50731.97,23.23,Normal
86,166.9,70.6,64383.48,25.34,Overweight
36,167.5,66.9,71974.15,23.84,Normal
76,158.4,64.8,200000.00,25.83,Overweight
86,169.8,66.5,85821.59,23.06,Normal
59,176.3,78.9,15284.75,25.38,Overweight
79,170.4,67.0,30097.47,23.07,Normal
28,177.6,83.3,85646.35,26.41,Overweight
82,174.1,69.9,155367.67,23.06,Normal
59,169.6,72.2,26103.37,25.10,Overweight
34,165.6,64.7,200000.00,23.59,Normal
22,166.6,68.8,58560.85,24.79,Normal
70,159.7,61.1,73005.42,23.96,Normal
49,168.1,64.5,16173.22,22.83,Normal
40,171.0,61.8,136449.14,21.13,Normal
46,182.0,87.0,33475.61,26.26,Overweight
90,173.7,72.6,25552.33,24.06,Normal
49,163.9,55.6,37582.91,20.70,Normal
23,159.9,62.3,173559.90,24.37,Normal
38,168.6,70.3,76034.82,24.73,Normal
28,175.7,71.9,22462.48,23.29,Normal
68,168.5,66.0,31021.54,23.25,Normal
76,173.8,72.4,177795.31,23.97,Normal
79,168.7,71.9,40418.20,25.26,Overweight
64,175.0,73.8,82797.21,24.10,Normal
74,158.8,64.9,103198.79,25.74,Overweight
48,181.2,82.2,10000.00,25.04,Overweight
63,162.2,62.5,156018.54,23.76,Normal
25,175.6,69.3,23217.51,22.47,Normal
57,168.1,67.1,36143.38,23.75,Normal
58,169.2,70.3,199818.69,24.56,Normal
20,168.3,68.2,183874.83,24.08,Normal
58,171.8,72.7,77907.71,24.63,Normal
70,173.2,74.6,96314.42,24.87,Normal
44,177.4,77.1,120564.94,24.50,Normal
57,179.9,76.8,181112.82,23.73,Normal
38,172.3,72.8,200000.00,24.52,Normal
37,182.0,86.2,55089.27,26.02,Overweight
27,170.7,65.5,25749.66,22.48,Normal
41,177.5,77.1,39741.09,24.47,Normal
76,173.0,77.3,56064.51,25.83,Overweight
86,166.2,62.8,47668.10,22.74,Normal
64,171.3,73.4,20106.10,25.01,Overweight
63,173.5,75.6,74079.42,25.11,Overweight
62,169.8,64.8,12194.85,22.47,Normal
52,172.9,73.9,53993.94,24.72,Normal
48,176.1,73.6,57201.10,23.73,Normal
63,169.8,69.0,55464.31,23.93,Normal
75,150.0,53.0,107567.26,23.56,Normal
48,181.7,83.2,95465.84,25.20,Overweight
59,167.9,67.3,200000.00,23.87,Normal
52,164.2,63.3,31377.23,23.48,Normal
38,162.1,61.7,64291.21,23.48,Normal
39,167.6,66.4,60687.40,23.64,Normal
23,166.1,63.0,58171.22,22.84,Normal
50,164.8,63.8,16017.06,23.49,Normal
70,165.2,65.9,17234.18,24.15,Normal
68,173.7,73.6,50291.84,24.39,Normal
89,184.2,85.0,12106.21,25.05,Overweight
20,175.7,74.8,37011.85,24.23,Normal
73,177.9,74.5,27917.04,23.54,Normal
76,167.4,64.2,38238.52,22.91,Normal
49,170.7,70.8,138534.21,24.30,Normal
38,173.0,71.5,18944.64,23.89,Normal
44,165.4,65.4,109381.55,23.91,Normal
67,167.0,67.7,29900.17,24.27,Normal
80,176.0,75.9,33446.45,24.50,Normal
64,177.6,76.5,76021.34,24.25,Normal
55,170.5,69.3,39067.44,23.84,Normal
65,161.6,60.3,22394.20,23.09,Normal
23,167.9,65.8,35829.57,23.34,Normal
62,159.9,63.9,10105.23,24.99,Normal
21,170.5,68.5,70463.09,23.56,Normal
88,171.8,66.8,10000.00,22.63,Normal
82,168.1,71.3,111190.02,25.23,Overweight
55,171.7,67.9,86987.01,23.03,Normal
45,172.9,71.9,200000.00,24.05,Normal
71,171.8,72.3,200000.00,24.50,Normal
64,161.6,62.7,116072.72,24.01,Normal
69,168.2,60.5,28427.54,21.38,Normal
55,172.9,72.9,200000.00,24.39,Normal
35,181.1,82.7,17072.74,25.22,Overweight
23,168.1,70.2,10000.00,24.84,Normal
38,173.9,66.2,200000.00,21.89,Normal
56,176.1,80.8,85920.75,26.06,Overweight
48,168.6,64.2,10000.00,22.58,Normal
54,178.0,72.8,14764.12,22.98,Normal
38,178.4,78.7,82119.83,24.73,Normal
86,179.7,78.9,22852.37,24.43,Normal
44,173.2,72.2,26010.21,24.07,Normal
79,186.5,81.8,200000.00,23.52,Normal
46,165.7,69.9,200000.00,25.46,Overweight
50,184.9,81.9,57060.33,23.96,Normal
62,175.4,69.1,43666.40,22.46,Normal
37,179.4,80.9,112644.03,25.14,Overweight
34,167.8,68.2,30161.82,24.22,Normal
45,175.9,77.6,10000.00,25.08,Overweight
76,180.0,79.5,10000.00,24.54,Normal
28,162.4,70.5,46795.38,26.73,Overweight
49,168.9,67.5,110577.18,23.66,Normal
67,155.0,57.7,50725.21,24.02,Normal
69,168.8,70.5,103646.67,24.74,Normal
49,164.3,63.9,113394.54,23.67,Normal
23,168.5,70.5,174070.36,24.83,Normal
19,190.5,78.3,59125.43,21.58,Normal
52,182.0,79.3,64091.44,23.94,Normal
77,159.9,61.1,48371.14,23.90,Normal
20,173.9,72.2,39625.01,23.87,Normal
82,175.6,71.4,12148.38,23.16,Normal
67,167.6,70.1,143567.99,24.96,Normal
18,171.2,68.8,35397.41,23.47,Normal
43,171.9,71.5,33618.60,24.20,Normal
34,160.6,61.8,30709.34,23.96,Normal
87,162.8,65.1,14964.40,24.56,Normal
58,171.2,74.6,46295.01,25.45,Overweight
41,170.7,70.5,79583.40,24.19,Normal
38,165.0,67.9,26503.17,24.94,Normal
59,164.4,65.3,127213.15,24.16,Normal
18,169.4,67.4,35889.79,23.49,Normal
36,176.2,74.1,12586.62,23.87,Normal
30,169.5,68.1,172147.48,23.70,Normal
63,181.4,80.7,59778.10,24.52,Normal
66,165.1,65.7,108741.98,24.10,Normal
52,171.4,68.1,111074.01,23.18,Normal
28,167.5,66.7,21338.74,23.77,Normal
45,174.1,68.2,31258.79,22.50,Normal
79,164.5,64.4,126834.17,23.80,Normal
32,183.5,80.8,200000.00,24.00,Normal
29,158.2,65.5,52930.56,26.17,Overweight
26,182.0,83.5,28433.05,25.21,Overweight
77,170.6,66.7,200000.00,22.92,Normal
26,173.9,73.2,28447.46,24.21,Normal
60,179.3,77.8,67228.45,24.20,Normal
90,176.0,73.7,34022.38,23.79,Normal
64,164.9,64.8,63700.25,23.83,Normal
48,174.2,71.8,21351.37,23.66,Normal
33,183.1,86.1,35688.49,25.68,Overweight
18,163.8,63.1,28430.30,23.52,Normal
29,184.8,83.0,90743.55,24.30,Normal
87,172.7,64.0,57911.50,21.46,Normal
28,167.0,69.4,110410.33,24.88,Normal
19,163.7,67.9,23779.86,25.34,Overweight
77,168.4,64.9,41447.07,22.89,Normal
48,156.3,57.1,87755.22,23.37,Normal
44,167.1,68.4,108294.37,24.50,Normal
70,168.2,68.0,13610.17,24.04,Normal
56,162.5,64.8,66555.71,24.54,Normal
84,175.2,72.8,24049.11,23.72,Normal
52,168.5,73.7,113340.19,25.96,Overweight
70,165.5,63.7,200000.00,23.26,Normal
82,167.7,75.6,10000.00,26.88,Overweight
51,172.5,75.1,27706.57,25.24,Overweight
38,170.5,72.3,63397.01,24.87,Normal
89,165.1,62.3,49827.31,22.86,Normal
34,170.9,72.8,116478.75,24.93,Normal
20,169.6,70.8,53687.54,24.61,Normal
60,162.0,56.6,31039.36,21.57,Normal
90,168.0,63.5,19959.89,22.50,Normal
24,174.1,73.8,17155.90,24.35,Normal
80,174.0,72.3,25624.48,23.88,Normal
78,168.4,66.5,30067.20,23.45,Normal
85,174.7,76.5,70626.13,25.07,Overweight
48,163.1,61.2,43422.11,23.01,Normal
36,163.4,62.7,27832.89,23.48,Normal
55,168.2,66.0,20158.75,23.33,Normal
28,180.5,79.7,26566.67,24.46,Normal
79,171.1,65.1,30096.04,22.24,Normal
66,168.1,66.3,25500.80,23.46,Normal
53,180.8,73.3,91636.03,22.42,Normal
55,168.0,66.8,171273.72,23.67,Normal
69,185.6,84.8,17349.55,24.62,Normal
56,166.4,68.7,136913.80,24.81,Normal
79,162.9,61.5,93310.82,23.18,Normal
85,168.8,70.0,58786.06,24.57,Normal
87,168.3,67.4,197555.75,23.80,Normal
63,164.3,68.9,42896.13,25.52,Overweight
72,188.2,84.6,71788.94,23.89,Normal
40,172.2,62.2,55889.38,20.98,Normal
20,173.2,74.7,52270.89,24.90,Normal
47,166.8,65.4,75574.72,23.51,Normal
81,166.0,65.3,52133.23,23.70,Normal
27,177.2,76.4,76060.48,24.33,Normal
57,158.3,55.9,27362.81,22.31,Normal
32,162.0,63.2,28143.07,24.08,Normal
49,168.3,69.6,27251.27,24.57,Normal
28,179.5,78.4,36006.71,24.33,Normal
71,167.4,65.5,124459.34,23.37,Normal
77,172.9,74.7,32984.53,24.99,Normal
73,170.2,66.5,89948.55,22.96,Normal
69,179.1,75.1,63492.68,23.41,Normal
35,158.9,60.2,33607.31,23.84,Normal
56,175.2,74.6,162436.52,24.30,Normal
25,168.6,67.2,96981.77,23.64,Normal
45,176.5,78.5,50080.26,25.20,Overweight
54,164.3,65.7,46478.89,24.34,Normal
66,170.2,69.8,54400.69,24.10,Normal
25,169.3,69.6,12621.97,24.28,Normal
77,163.0,66.0,23796.96,24.84,Normal
51,161.0,62.9,75814.30,24.27,Normal
82,165.9,60.6,12029.84,22.02,Normal
56,170.9,73.4,25512.31,25.13,Overweight
57,164.7,65.5,35118.68,24.15,Normal
68,167.7,69.6,200000.00,24.75,Normal
77,156.8,57.8,91687.54,23.51,Normal
29,167.4,61.8,134240.19,22.05,Normal
55,177.2,68.5,24225.13,21.82,Normal
20,174.9,70.6,69260.40,23.08,Normal
52,169.4,70.4,10256.03,24.53,Normal
77,171.7,74.6,37131.65,25.30,Overweight
81,164.2,65.6,78795.22,24.33,Normal
38,181.4,75.8,13960.10,23.04,Normal
46,184.5,79.3,71225.17,23.30,Normal
58,171.2,74.4,76744.93,25.38,Overweight
46,188.1,81.0,29071.84,22.89,Normal
30,165.2,71.8,23587.07,26.31,Overweight
40,161.2,68.0,26266.79,26.17,Overweight
47,165.0,71.7,36589.78,26.34,Overweight
55,168.5,69.3,37597.08,24.41,Normal
85,186.2,82.2,79096.68,23.71,Normal
57,168.0,68.8,30909.41,24.38,Normal
46,164.0,67.3,200000.00,25.02,Overweight
66,163.7,62.4,200000.00,23.29,Normal
74,178.0,72.7,61843.32,22.95,Normal
49,177.0,74.3,36666.09,23.72,Normal
53,166.6,64.3,30940.62,23.17,Normal
33,156.9,62.8,66493.60,25.51,Overweight
81,162.1,61.2,77833.07,23.29,Normal
81,182.0,79.8,41725.78,24.09,Normal
30,174.8,76.3,35100.19,24.97,Normal
43,170.5,73.6,68682.33,25.32,Overweight
37,183.1,81.1,53205.42,24.19,Normal
85,183.7,82.1,29877.71,24.33,Normal
22,169.7,66.1,55354.53,22.95,Normal
33,169.9,72.3,28999.56,25.05,Overweight
40,165.9,69.8,25419.85,25.36,Overweight
58,168.0,62.1,49776.53,22.00,Normal
36,159.6,66.4,29809.30,26.07,Overweight
57,159.6,59.0,25850.35,23.16,Normal
72,157.9,61.6,128145.41,24.71,Normal
78,177.6,75.9,35129.40,24.06,Normal
25,159.1,60.6,200000.00,23.94,Normal
28,183.6,80.3,87882.27,23.82,Normal
24,164.9,62.3,23888.33,22.91,Normal
84,182.2,81.2,141997.10,24.46,Normal
65,167.4,66.4,26234.24,23.70,Normal
56,159.0,56.7,200000.00,22.43,Normal
75,179.0,73.8,61288.78,23.03,Normal
60,179.8,73.7,81478.05,22.80,Normal
35,163.7,62.7,51412.46,23.40,Normal
55,167.7,69.0,63517.62,24.53,Normal
69,163.7,62.2,40683.57,23.21,Normal
20,169.2,71.6,21732.21,25.01,Overweight
62,170.8,69.7,67879.26,23.89,Normal
54,167.5,66.5,125755.86,23.70,Normal
23,157.3,59.4,17123.38,24.01,Normal
37,165.9,70.2,200000.00,25.51,Overweight
50,174.9,69.3,85888.20,22.65,Normal
43,168.5,73.1,33744.10,25.75,Overweight
39,167.7,70.4,33205.75,25.03,Overweight
65,163.5,64.1,200000.00,23.98,Normal
47,165.7,69.4,116381.69,25.28,Overweight
54,179.9,76.7,139500.62,23.70,Normal
76,162.0,63.8,39887.68,24.31,Normal
24,175.0,71.9,82433.12,23.48,Normal
44,170.3,72.5,68474.66,25.00,Normal
23,171.7,68.6,42727.29,23.27,Normal
85,164.9,65.1,55166.42,23.94,Normal
31,167.5,69.4,135784.50,24.74,Normal
77,170.0,72.5,200000.00,25.09,Overweight
31,166.4,64.0,39872.07,23.11,Normal
41,172.3,73.5,15337.06,24.76,Normal
62,173.2,69.0,200000.00,23.00,Normal
78,185.2,75.9,200000.00,22.13,Normal
30,171.9,68.7,71691.47,23.25,Normal
33,156.6,61.4,200000.00,25.04,Overweight
82,178.1,76.1,67146.50,23.99,Normal
41,168.6,66.6,22062.29,23.43,Normal
33,184.1,81.5,15349.86,24.05,Normal
72,180.3,78.1,15218.37,24.02,Normal
24,166.5,68.4,50205.48,24.67,Normal
81,175.1,68.7,32864.79,22.41,Normal
81,165.8,65.7,29697.21,23.90,Normal
80,170.0,69.7,45413.39,24.12,Normal
39,174.7,69.2,108223.36,22.67,Normal
26,177.8,71.7,30560.72,22.68,Normal
49,176.3,73.5,26263.20,23.65,Normal
42,170.5,69.8,32430.96,24.01,Normal
88,187.4,84.3,114532.19,24.00,Normal
64,167.4,65.6,46946.42,23.41,Normal
86,158.7,58.7,64324.46,23.31,Normal
72,160.1,60.3,200000.00,23.53,Normal
70,180.3,78.9,200000.00,24.27,Normal
26,169.5,72.7,88976.45,25.30,Overweight
23,171.1,63.6,81389.32,21.72,Normal
21,166.2,68.2,17217.88,24.69,Normal
61,166.8,66.4,69664.23,23.87,Normal
32,164.5,66.5,52869.09,24.57,Normal
90,173.3,75.6,111613.99,25.17,Overweight
27,169.3,66.5,35140.73,23.20,Normal
87,173.0,74.7,59899.51,24.96,Normal
66,172.4,67.6,86205.34,22.74,Normal
25,167.0,67.3,200000.00,24.13,Normal
22,159.8,60.6,200000.00,23.73,Normal
46,159.2,61.0,156254.82,24.07,Normal
42,191.2,84.8,96200.10,23.20,Normal
41,180.3,79.3,33914.04,24.39,Normal
56,179.4,82.0,96149.84,25.48,Overweight
27,165.3,62.7,24952.70,22.95,Normal
27,170.1,70.0,41530.41,24.19,Normal
68,164.3,67.4,200000.00,24.97,Normal
90,160.8,61.2,81142.47,23.67,Normal
37,165.9,70.1,61334.03,25.47,Overweight
86,179.3,75.9,68866.01,23.61,Normal
43,175.9,73.9,45951.11,23.88,Normal
42,163.2,60.9,10000.00,22.87,Normal
24,167.8,68.0,16023.79,24.15,Normal
48,175.2,73.7,87141.87,24.01,Normal
54,166.0,68.0,21835.40,24.68,Normal
66,170.6,67.9,45385.64,23.33,Normal
29,172.8,69.6,16565.53,23.31,Normal
31,172.7,73.0,26186.40,24.48,Normal
49,171.8,75.0,49808.60,25.41,Overweight
23,165.4,67.5,114835.15,24.67,Normal
28,166.1,71.8,137540.39,26.02,Overweight
63,162.1,64.7,25812.26,24.62,Normal
87,159.1,62.3,65894.56,24.61,Normal
59,169.2,70.7,13861.80,24.70,Normal
28,175.7,78.6,52604.02,25.46,Overweight
90,160.3,65.4,117920.32,25.45,Overweight
56,171.9,67.7,47072.09,22.91,Normal
70,175.5,76.3,163390.25,24.77,Normal
32,157.1,60.0,106192.17,24.31,Normal
60,168.1,67.2,62129.14,23.78,Normal
23,181.5,73.7,39936.42,22.37,Normal
63,173.9,68.0,30911.44,22.49,Normal
32,156.9,58.0,13461.76,23.56,Normal
84,174.6,68.8,15586.13,22.57,Normal
21,164.8,64.2,122420.79,23.64,Normal
65,174.8,75.5,195262.49,24.71,Normal
28,165.2,63.8,18898.64,23.38,Normal
68,169.6,69.3,53164.52,24.09,Normal
54,166.2,63.1,12121.70,22.84,Normal
88,170.0,70.3,20757.71,24.33,Normal
65,166.0,67.7,63172.52,24.57,Normal
45,168.4,63.8,31349.42,22.50,Normal
24,161.8,60.6,10000.00,23.15,Normal
61,173.4,68.4,200000.00,22.75,Normal
50,171.2,71.9,47836.60,24.53,Normal
21,158.7,60.9,18505.32,24.18,Normal
60,177.0,75.0,56106.62,23.94,Normal
33,168.8,68.0,46490.25,23.87,Normal
35,171.1,71.2,73088.13,24.32,Normal
18,175.4,74.9,36824.14,24.35,Normal
45,172.3,69.8,66344.15,23.51,Normal
33,178.2,74.3,116897.25,23.40,Normal
23,167.9,67.5,15266.44,23.94,Normal
49,177.2,74.8,26791.76,23.82,Normal
34,170.9,76.3,106416.30,26.12,Overweight
27,173.6,71.2,30440.57,23.63,Normal
52,172.8,72.5,46456.56,24.28,Normal
22,178.7,78.0,32742.36,24.43,Normal
90,175.0,77.7,34632.77,25.37,Overweight
52,166.9,64.4,32084.77,23.12,Normal
90,165.5,69.8,16106.19,25.48,Overweight
82,169.7,68.7,75588.21,23.86,Normal
89,164.7,72.6,130073.01,26.76,Overweight
57,162.6,64.5,42656.57,24.40,Normal
48,155.1,54.0,117511.90,22.45,Normal
